Sector,Stock P/E,Price to book value,Debt to equity,Return on equity,Return on assets,Buy
Metals and Mining,83.1,3.1,3.8,28.6,9.2,0
Energy,5.4,12.1,0.24,17.6,2.6,0
Pharmaceuticals,21.1,10.9,0.94,30.5,-2.6,1
Textiles,21.9,8.8,1.52,30.8,12.2,0
Banking,25.1,13.9,5.62,6,21.3,0
Consumer Goods,48,19,2.83,3.5,8.3,0
Telecommunications,36.6,12,1.77,2.2,17.8,1
Infrastructure,63.5,1.6,2.64,17.6,28.7,1
Consumer Goods,88.6,15.7,0.24,1,17.1,0
Consumer Goods,16.6,14.1,4.87,29.7,3.9,0
Energy,22.1,6.3,1.03,31.9,29.1,1
Real Estate,73.2,8.3,2.85,10.5,-0.2,0
Pharmaceuticals,45.6,12.9,0.32,11.2,17,0
Real Estate,42.2,5.2,5.61,0.6,-4.4,0
Consumer Services,28.6,14.9,2.78,0.8,6,0
Metals and Mining,64.9,12,4.14,38.3,-2,0
Banking,8.5,13.9,4.13,34.3,20.4,1
Chemicals,55.6,5.5,4.97,10.8,18.4,0
Textiles,12.5,10.7,4.82,33.6,23.4,1
Consumer Goods,98.7,9.7,4.07,45.3,-0.3,0
Consumer Services,87.2,0.1,1.29,20.8,8,1
Infrastructure,35.3,5.2,4.98,32.1,27.8,0
Consumer Goods,26.4,17.6,3.08,-8.4,14.4,0
Real Estate,50.9,3.3,2.97,15.7,-3.6,0
Pharmaceuticals,4.6,11.7,2.93,6.7,12.8,0
Textiles,31.6,6,3.77,-1,28.2,0
Banking,4.3,10.5,2.32,13.2,4,0
Real Estate,31.7,4.7,4.28,18.5,27.2,0
Consumer Services,3.2,8.4,0.53,12.3,29.5,1
Telecommunications,74.5,14.7,5.49,8.7,7.6,0
Telecommunications,15.8,5.1,4.06,19.2,26.7,1
Information Technology,4.6,3,4.34,4.2,31.5,1
Pharmaceuticals,37.7,10.7,2.12,5.1,14,0
Telecommunications,13.8,11.2,2.32,20.1,16.1,1
Real Estate,58.5,8.5,0.47,0.3,28.2,0
Telecommunications,31.5,11.3,1.18,24.9,23.6,1
Information Technology,27.7,0.5,0.1,20.8,11.2,1
Infrastructure,24.7,12.9,1.99,21.8,26.2,1
Pharmaceuticals,35.1,14.7,0.16,14.4,29,0
Energy,85.9,2,3.67,25.3,16.4,1
Consumer Goods,94.3,0,1.54,13.9,35.9,0
Banking,17.4,4.3,5.54,22.4,1.8,1
Consumer Services,20.4,0.9,3.8,15.3,27.1,1
Financial Services,33.3,5.9,0.52,34.9,3.7,0
Metals and Mining,4.8,9.1,2.39,35.5,28.8,1
Energy,16.6,5.3,1.96,-5.5,10.4,1
Financial Services,51.1,0.3,1.96,26.6,21.1,1
Pharmaceuticals,57.2,1.1,4.06,-1.7,5.7,0
Consumer Goods,103,1.3,3.22,25.6,27.2,1
Chemicals,79.1,6.6,2.67,5.2,19.4,0
Consumer Services,48.7,0.7,0.2,-9.1,7.3,0
Automobiles,82.3,4.8,2.75,19.6,7.4,0
Pharmaceuticals,84.5,12.1,4.56,35.2,11.8,0
Energy,38.4,5.5,1.09,1.7,14.8,0
Infrastructure,0.2,2.4,4.38,15.7,28.6,1
Automobiles,37.4,0.5,4.25,14.1,21.5,0
Metals and Mining,55.2,9.1,2.43,10.3,-3.1,0
Real Estate,41,5.4,1.1,-5,18.3,0
Energy,43,7.7,2.87,38.2,13,0
Telecommunications,93.5,2.6,1.87,21.3,12.7,1
Real Estate,90,1.5,4.04,27.5,19.7,1
Banking,36.1,12.5,1.5,34.7,-0.7,0
Real Estate,55.6,0,1.54,38.3,17.1,1
Consumer Goods,31.6,17.1,1.45,4.3,-4.7,0
Consumer Services,3.1,1.3,0.65,39.2,5.9,1
Metals and Mining,13.6,9,4.53,10.6,3.1,0
Pharmaceuticals,42.8,0.9,2.75,-6.4,26.5,0
Chemicals,82.6,0,1.41,25.5,26.1,1
Consumer Goods,63.8,10.2,3.95,13.5,17.2,0
Banking,8.8,5.7,2.95,22.5,21.9,1
Consumer Services,39.7,8.6,4.17,36.2,0.2,0
Chemicals,15.2,0.4,2.65,28.3,-2.9,1
Consumer Services,30.3,13.1,1.12,11.8,5.6,0
Information Technology,52.4,6.1,1.76,5.8,23.8,0
Metals and Mining,14.2,12.3,4.13,16,2.1,0
Consumer Services,2.8,7.6,0.91,4.8,28.7,1
Pharmaceuticals,76.2,1.4,1.94,-2.6,12.9,0
Metals and Mining,9.3,0.6,1.52,-2.3,26,1
Financial Services,2.8,4.2,2.58,13,16.6,1
Metals and Mining,59.7,7.4,3.55,34.9,5.4,0
Automobiles,84.4,2.4,3.62,26.6,22.4,0
Metals and Mining,70.3,6.8,0.19,24.5,14.2,1
Financial Services,47.9,11.1,3.18,6.8,15.1,0
Pharmaceuticals,69.5,9.7,1.61,14,6.5,0
Pharmaceuticals,61.2,1.1,2.1,31.2,4.1,0
Infrastructure,59.9,12.8,3.69,18.6,1.1,0
Banking,44.4,2.3,5.35,32.2,-4.9,0
Pharmaceuticals,8.3,14.2,0.06,-0.6,29.6,1
Automobiles,10.6,12.4,0.27,31.1,5,1
Information Technology,52.9,14.9,1.58,-3.1,10.5,0
Pharmaceuticals,64,5.2,4.78,0.8,13.8,0
Textiles,8.8,3.9,3.24,-5.5,10.2,0
Telecommunications,51.7,2.2,3.66,-5.5,-1.4,0
Pharmaceuticals,35.7,3.5,4.18,36.7,0.4,0
Metals and Mining,73.9,11.4,0.1,-4.4,11.3,0
Financial Services,65.7,10.9,0.59,34.9,18.1,1
Financial Services,26.3,6.4,0.38,24.5,20.3,1
Telecommunications,42.9,13.8,1.04,26.7,8.9,1
Automobiles,27.1,8.6,0.79,-9.3,-2.5,0
Textiles,45.2,7.6,2.91,21.6,20.1,0
Financial Services,33.9,4,4.8,38.8,15.1,1
Information Technology,45.2,4.5,2.25,38.6,4.7,0
Telecommunications,60.9,8.1,3.53,13.7,7,0
Telecommunications,92.7,4,4.41,-0.8,-2.2,0
Automobiles,15.4,3.1,2.46,11.8,21.3,0
Information Technology,17.2,14.9,4.82,15.4,10.8,0
Energy,18.3,7,5.22,26.4,-2.6,0
Information Technology,50,12.8,0.58,5.8,29.6,0
Consumer Services,44.4,12.3,4.86,14.6,27.6,0
Consumer Goods,49,8.7,2.9,47.8,25.3,1
Energy,43.3,3.6,1.2,37.3,7.6,1
Telecommunications,5.5,11.9,2.97,-0.9,26.4,0
Infrastructure,10.1,1.6,0.82,15.3,18.1,1
Pharmaceuticals,46.6,14.7,2.49,10.9,-3.7,0
Metals and Mining,59.2,4,0.52,20.7,19.7,1
Information Technology,27.9,8.1,1.03,1,11.2,0
Metals and Mining,12.3,0.7,2.84,17.2,-0.2,1
Textiles,56,8.9,0.6,18.2,14.9,1
Financial Services,34.9,2.7,2.81,3.5,-2.6,0
Telecommunications,61.3,7.3,3.42,21.5,17.4,0
Chemicals,25.3,11.1,0.11,15.8,20.3,1
Financial Services,4.6,14.8,4.24,-0.2,1.7,0
Real Estate,12.1,5,0.34,26.1,29.3,1
Metals and Mining,62.1,4.8,0.08,16.4,-2.8,0
Telecommunications,31.9,5.2,2.34,15.9,20.2,1
Consumer Goods,35,22,1.18,15,33,0
Infrastructure,54.5,2.8,4.39,11,-2.1,0
Consumer Goods,78.1,10,2.38,28.3,21.2,0
Pharmaceuticals,16.2,1.8,0.04,5.1,24.3,1
Energy,56.9,1.4,1.91,38,27.4,1
Consumer Services,31.2,5.8,4.74,30.1,17.8,0
Automobiles,85.2,10.9,1.56,-5.6,27.6,0
Pharmaceuticals,22.4,3.9,0.33,-7.8,27.7,1
Telecommunications,57.9,5.8,3.31,-3.7,-2.9,0
Infrastructure,44,7.8,2.89,13.3,7,0
Chemicals,87.7,12.6,3.91,22.2,23,0
Banking,52.3,13.6,5.82,17.2,9.6,0
Textiles,31.5,3.1,3.02,30.4,19.1,0
Pharmaceuticals,7.6,11.5,2.05,-7.3,17.1,0
Banking,11.6,12.8,5.96,17.4,-1.6,0
Pharmaceuticals,12.5,1.9,0.45,13.8,3.4,1
Automobiles,43.5,12.4,3.09,-0.5,3.4,0
Banking,80.1,5.4,0.75,34.4,5.5,1
Consumer Services,27.2,13.8,2.17,23.3,17.6,0
Information Technology,73.4,10.5,4.92,8,24,0
Chemicals,73.1,13.5,0.1,31.6,11.3,0
Pharmaceuticals,24.3,14.9,3.94,25.6,25.9,1
Telecommunications,35.5,6.3,2.87,-8.9,26.4,0
Pharmaceuticals,82,9.8,0.45,-1.2,19,0
Automobiles,19.6,9,1.62,2.6,1.2,0
Financial Services,4.5,14.9,2.31,15.1,8.3,0
Consumer Goods,106.1,1.7,2.45,47.9,7.2,0
Textiles,73.8,7.5,0.33,26.5,16.5,1
Telecommunications,94.2,13,2.24,29.1,5.1,0
Consumer Goods,105.7,18.6,0.16,36.7,16.3,0
Information Technology,34.3,12.5,3.87,8.9,22.5,0
Information Technology,21.3,2.1,1.03,39.7,17.4,1
Textiles,22.9,6.7,0.35,21.3,15.7,1
Metals and Mining,49.1,13.3,1.3,32,12.4,1
Information Technology,16.3,8.3,0.05,25.2,27.1,1
Telecommunications,16.8,11,2.09,0.6,29.1,0
Metals and Mining,82.8,12.4,1.71,6.6,7.4,0
Banking,31.4,3.1,2.52,35,9.3,0
Consumer Services,82.6,8.5,0.25,23.9,24.7,1
Pharmaceuticals,88.6,14,1.36,5.4,5.5,0
Automobiles,54.9,1.4,2.47,31.2,-2.2,0
Chemicals,52.2,1.3,4.02,36.8,22.8,1
Banking,16.6,8.1,4.1,-6.4,15.2,0
Energy,29.6,11.2,1.55,26.1,-0.9,1
Textiles,42.8,5.6,2.97,13,9,0
Consumer Goods,34,12.7,0.13,30.5,34,1
Real Estate,70.1,4.4,2.12,30.8,-0.7,0
Metals and Mining,14,3,4.76,3,14.7,0
Consumer Goods,79.7,10.6,0.96,19.3,7.3,0
Information Technology,79.3,10.3,3.74,44.8,15.9,0
Automobiles,80.4,5.9,2,7,21.9,0
Infrastructure,46.2,3,3.39,29.8,10.4,0
Infrastructure,0.4,8.8,4.41,37.2,24.8,1
Infrastructure,70.4,6.5,3.58,3.5,-1.9,0
Energy,21.6,2.5,0.61,18.6,29,1
Pharmaceuticals,12.8,9.7,1.05,36,17.5,1
Banking,74.7,11,4.47,23.2,10.6,0
Real Estate,84.8,6,3.13,18.2,4.5,0
Automobiles,13,11.7,2.73,38.9,3.8,0
Metals and Mining,29.8,15,1.1,11.8,23.9,0
Consumer Goods,27.4,15.6,3.12,37.6,35.9,1
Information Technology,48.9,8.7,0.38,23.1,1.3,0
Automobiles,59.7,11.1,2.87,0.1,24.4,0
Pharmaceuticals,89.6,9.7,3.58,-4.9,27.7,0
Consumer Services,8.8,6.9,0.41,-4.5,-2.9,0
Textiles,7.3,10.7,0.51,12.2,-3.4,1
Textiles,51.6,9.2,4.62,36,12,0
Textiles,10.8,11.1,2.51,25.7,20.7,1
Infrastructure,89.7,10.9,0.6,34.5,4.5,0
Consumer Goods,43.2,13.4,2.9,1.1,15.5,0
Automobiles,67,6.2,2.93,9.3,20.9,0
Energy,25,4.9,4.43,-1.1,-3.8,0
Telecommunications,83.4,11.5,5.85,8.1,21.9,0
Consumer Services,86.1,13.4,2.78,13.7,25.5,0
Banking,56.3,7.9,2.6,39.7,14.5,0
Infrastructure,56.8,14.5,3.58,-6.2,19.2,0
Energy,1.4,2.7,3.26,34.7,25.8,1
Consumer Goods,79.4,7.6,2.55,-8.4,-0.8,0
Telecommunications,93.7,6.9,0.38,27.7,3.9,0
Telecommunications,48,1.6,4.71,14.7,8.6,0
Banking,47.7,12.9,0.82,9.5,28.8,0
Energy,27.3,4.2,5.02,5.2,22.4,0
Energy,79.8,14.7,5.64,12.8,4.9,0
Infrastructure,65.1,4.9,4.18,-1.9,23.2,0
Telecommunications,51.6,0.7,3.65,15.8,-3.4,0
Chemicals,25,13.2,3.39,22.1,15.7,1
Infrastructure,40.9,0.2,1.15,-4.7,20,1
Financial Services,36.8,3.9,1,7.4,-3.9,0
Telecommunications,75.8,13.5,4.79,1.2,-4.8,0
Consumer Services,7.4,4.7,4.42,21,15.5,1
Consumer Goods,89.3,9.7,4.08,3.6,10.1,0
Information Technology,57.7,10.2,2.8,11.8,26,0
Financial Services,40.8,11.4,1.93,39.6,7.4,0
Banking,36.1,5,0.91,28.9,29.9,1
Consumer Goods,19,16.8,2.14,41.6,33.7,1
Information Technology,78.6,3.2,4.04,35,-1.9,0
Textiles,64.9,6.6,3.57,-5.5,-4.7,0
Automobiles,67.8,10.8,2.54,35.5,-4.9,0
Consumer Services,86.3,12.1,4.69,9.9,25.4,0
Energy,57.1,14.7,5.3,27.9,15.9,0
Consumer Goods,87.1,18.4,4.9,44.9,0,0
Information Technology,40,13.8,4.04,10,12.1,0
Energy,44.6,3.4,5.85,38.9,22.5,1
Metals and Mining,5.2,5.9,4.07,12.7,21.9,1
Energy,56.2,14.6,2.51,-2.8,14.4,0
Telecommunications,83.3,7.3,1.06,25.9,15.1,1
Real Estate,73.8,9,4.88,4.1,29.1,0
Automobiles,56.6,2.4,0.14,26.3,10.3,1
Pharmaceuticals,6.2,2.4,1.02,36.5,9,1
Real Estate,48.6,2.8,2.03,38.1,18.5,0
Chemicals,57.3,0.4,1.57,39.9,5.4,0
Information Technology,61.7,0.1,2.45,24.9,29.2,1
Chemicals,26.9,5.7,3.03,5.2,1.8,0
Financial Services,50.5,10.8,0.04,22.7,11.1,1
Pharmaceuticals,65,2,2.58,22.3,12.9,1
Telecommunications,95.5,2.1,1.14,38.4,19.1,1
Real Estate,72.7,5.6,1.85,4.4,-4.3,0
Infrastructure,68.3,2.1,2.56,26.4,18.4,1
Energy,29.2,2.2,0.17,32.5,14.1,1
Telecommunications,26.7,3.6,5.2,16,13.3,1
Automobiles,21.2,7,0.01,26.3,22.4,1
Financial Services,83.6,9.8,4.56,1.2,27.4,0
Telecommunications,61.4,4.5,2.13,14,7.7,0
Infrastructure,77.9,5.2,3.19,19.8,24.5,0
Consumer Services,58.5,0.7,2.36,37.2,29.9,1
Metals and Mining,26.5,8.1,3.34,-2.3,-1.8,0
Pharmaceuticals,84.9,4,1.94,23.4,18.9,0
Energy,35.6,3.6,1.8,1,24.3,1
Automobiles,19.4,10.4,0.78,20.7,13.3,1
Textiles,37.8,2.7,3.52,17.6,29.7,0
Consumer Goods,1,5.7,4.94,23.2,32.4,1
Automobiles,7.5,9.7,0.69,5.6,16.7,1
Telecommunications,86.6,4.3,4.7,2.2,5.8,0
Banking,81.5,11.5,5.6,-4.1,-3.4,0
Chemicals,68,4.5,2.21,12.1,5.9,0
Financial Services,61.1,1.5,1.19,-8.7,-3,0
Energy,58.4,8.1,1.7,5.1,1.8,0
Textiles,24.4,5.3,0.86,27.1,8.8,1
Information Technology,79.4,9.5,1.11,16.7,29.1,0
Consumer Goods,55.9,12.7,2.84,-5.4,21.6,0
Financial Services,49.1,1.7,4.79,22,23,1
Energy,19.5,7,1.44,12.1,29.2,1
Pharmaceuticals,19.5,4.1,0.28,0.1,10,0
Telecommunications,88.5,3.9,3.3,32.3,-4.4,0
Automobiles,25.3,8.6,3.25,37.9,14.9,0
Pharmaceuticals,66.2,1.4,0.55,14.9,-2.8,0
Financial Services,79.8,1.2,4.07,26.8,28.2,1
Textiles,13.6,0.5,3.04,-7.2,16,1
Banking,73.8,0.2,1.44,5.1,19.9,1
Consumer Services,13.8,5.8,2.33,23.2,29.5,1
Telecommunications,4.7,1.9,3.08,7.3,18.2,1
Pharmaceuticals,35.4,5.9,1.2,18.8,16,0
Chemicals,69,2.1,2.62,30.4,22.8,1
Infrastructure,64.1,4.3,1.43,28.8,8.5,1
Information Technology,12.3,5.8,1.56,37.2,16.9,1
Banking,87.2,6.5,1.96,28.2,20.8,1
Pharmaceuticals,51.6,0.9,3.54,21.5,15.5,1
Pharmaceuticals,28.4,14.8,0.43,38.1,23.8,1
Chemicals,17.8,13.4,2.61,24.6,8.5,0
Telecommunications,18.5,0.8,1.88,16.7,28.1,1
Metals and Mining,70,4.2,4.13,8.8,23.6,0
Information Technology,32,14.8,1.59,3.7,28.9,0
Chemicals,53,3.6,0.06,35.8,7,1
Telecommunications,44.1,7.8,0.9,26.8,16.2,1
Textiles,57.4,10.7,3.83,8.9,2.9,0
Telecommunications,30.4,13,2.86,22.8,29.8,1
Energy,28,4.9,0.72,7.7,25.6,1
Metals and Mining,86.6,7.9,2.52,7.8,11.9,0
Information Technology,29.8,0.7,3.43,44.1,14.2,0
Chemicals,51.5,2.9,3.76,10.4,27.4,0
Metals and Mining,63.4,9.2,3.29,-9.9,0.1,0
Banking,88.9,1.9,1.94,25.4,28.4,1
Textiles,0.6,7.8,1.01,9.4,22,1
Consumer Services,62.1,7,3.73,34.1,1.5,0
Energy,23.1,4.7,1.91,38,25.6,1
Chemicals,72.7,6.3,3.07,22.7,-0.8,0
Information Technology,41.9,13.9,0.45,7.4,8.4,0
Infrastructure,14.7,5.7,0.57,-3.3,24.6,1
Information Technology,68.8,0.1,3.16,24.9,30.2,1
Consumer Services,22.5,8,4.98,-8.5,24.8,0
Pharmaceuticals,54.4,4.8,0.06,25.9,28.2,1
Consumer Services,43.1,0.4,0.14,22.2,-4.1,1
Textiles,8.2,10.7,4.62,28.9,0.1,0
Real Estate,38.4,4.5,3.89,12,-3.4,0
Infrastructure,44.6,11.3,2.12,38.2,7.3,0
Infrastructure,15.2,11.5,3.41,26.7,21.4,1
Financial Services,0.8,0.3,4.74,37.5,19.9,1
Chemicals,54.4,6.7,2.02,34.2,23.1,0
Real Estate,70,6.3,3.39,18.4,12.1,0
Consumer Goods,24.9,17.7,1.11,-0.5,29.9,0
Pharmaceuticals,53.3,4.6,4.94,24.1,13.8,0
Energy,33.2,6.9,4.7,22.6,28,0
Information Technology,87.1,2.1,2.55,13.8,16.5,0
Automobiles,69.2,3.7,3.43,37.1,10,0
Infrastructure,72.2,2.7,0.43,37.4,-1.9,1
Banking,30.7,10.5,0.88,38.9,25,1
Automobiles,56.1,5.8,1.25,0.4,-2.8,0
Telecommunications,71.7,4.6,5.77,16.5,15.7,0
Energy,1.1,13,0.62,34.7,28.2,1
Energy,54,7,1.77,4.9,-1.5,0
Consumer Services,38.7,9.7,1.3,29.9,11.3,1
Pharmaceuticals,16.9,1.3,3.27,26.5,23.7,1
Textiles,13.8,7.1,3.48,30.7,22.9,1
Metals and Mining,9.4,8.6,2.39,2.1,22.3,0
Banking,29,0.5,0.59,24.5,13.2,1
Banking,40.1,7.5,1.86,-5.3,17.5,0
Energy,5.6,14.7,2.51,-2.6,10.9,0
Metals and Mining,79.5,8,3.62,16.8,5.8,0
Pharmaceuticals,59,0,2.66,15.7,22.2,0
Automobiles,54,13.4,1.34,3.5,22.4,0
Energy,29.6,7.2,3.21,9.3,16.7,0
Energy,25.2,13.9,4.88,3.1,13.4,0
Banking,61.4,14.1,0.06,1.3,2.3,0
Energy,67.8,2.5,3.8,0.7,28.2,0
Consumer Goods,61.7,6,2.67,33.8,22.9,1
Information Technology,19.7,2.8,2.23,42.2,37.4,1
Telecommunications,91.4,10.1,1.61,40,-2.9,0
Automobiles,18.5,4.9,3.47,9.1,21.2,0
Pharmaceuticals,34.7,7.4,4.72,17.7,23.6,0
Automobiles,17.9,12.5,0.57,37,-3.2,1
Metals and Mining,78.3,5.5,2.79,26.8,24.7,0
Consumer Services,22.3,8.7,4.77,18.5,-4.2,0
Energy,49.1,6.3,1.97,26.8,0.1,0
Real Estate,36,5.6,5.35,6.8,-3.9,0
Information Technology,33.3,11.5,3.03,10.4,-2.3,0
Telecommunications,64.7,13.3,5.86,19.8,-3.7,0
Financial Services,31.4,8.8,2.58,25.3,12.8,0
Metals and Mining,32.9,10.7,3.67,23.3,-1.5,0
Banking,4.2,13.1,4.76,-5.2,21.8,0
Telecommunications,9.2,4.2,1.48,-0.2,7.9,0
Consumer Goods,90.1,11.9,3.61,1.9,20.4,0
Telecommunications,0.3,4.5,2,35.8,19.8,1
Textiles,1.9,7.4,1.6,36.8,10.5,1
Telecommunications,68.4,2.6,1.93,21,-1.2,1
Consumer Goods,105.3,6.7,1.8,-5.3,34.8,0
Pharmaceuticals,31.4,12,1.17,37,12.3,1
Information Technology,55.5,10,0.98,9,21,0
Chemicals,34.3,8.9,4.62,28.2,4.3,0
Consumer Goods,45.8,3.9,2.96,50.1,14.7,0
Automobiles,14.3,0.9,2.51,16.3,21.7,1
Chemicals,45.6,1.7,2.34,20.4,27.3,1
Consumer Goods,99.3,15.2,0.53,10.5,13.5,0
Consumer Services,86.6,5,4.01,-1.1,9.3,0
Information Technology,33.9,8.5,3.3,27.2,17.4,0
Financial Services,33.5,14.2,1.89,19.6,12.1,0
Real Estate,53.8,11.3,5.88,19.5,16.7,0
Infrastructure,76.3,4,2.81,6,9.3,0
Information Technology,48.7,2.6,4.95,42.4,24,1
Financial Services,5.2,5.5,4.34,33.2,10.3,1
Consumer Services,81.5,14.9,2.34,-1.8,2.3,0
Real Estate,40.6,6,0.85,-7.8,23.5,0
Financial Services,6.4,1.1,0.43,19.3,20.7,1
Telecommunications,99,1.5,0.8,21.3,25.9,1
Chemicals,19.1,13.7,2.61,17.1,10.5,0
Financial Services,3.1,0.7,0.79,23.2,6.3,1
Real Estate,2.4,8.3,0.92,26.6,-2.8,1
Metals and Mining,65.8,7.7,2.09,34.3,-1.1,0
Banking,42.6,1.7,3.76,20,21,1
Information Technology,72,12.9,1.78,13.3,24.5,0
Textiles,27.5,0.4,4.87,30.6,26.6,1
Pharmaceuticals,40.9,14,3.49,-2.3,17.8,0
Telecommunications,92.8,4.4,3.36,15.9,-4.5,0
Information Technology,86.5,4.5,4.37,0.7,27.4,0
Consumer Goods,33.1,10.4,2.84,21.2,11.1,0
Telecommunications,58.1,10.4,5.43,0.1,12.5,0
Consumer Goods,91.3,16.3,1.07,3.9,17.7,0
Consumer Services,20.1,6.2,0.18,-2.5,0.5,0
Chemicals,87.7,3.2,3.29,17,12.1,0
Consumer Services,7.6,4.6,1.51,-2,17.6,0
Banking,61.5,6.6,5.98,21.1,14.6,0
Financial Services,47.5,7.5,1.99,32,26.6,0
Financial Services,17.2,6.7,3.76,-0.1,3.6,0
Financial Services,67.1,9.4,3.9,13.9,19.2,0
Metals and Mining,6.2,13.4,4.6,21.4,5.3,0
Real Estate,85.9,3.7,0.35,22.5,11.8,1
Automobiles,61.2,2.6,1.83,1.6,-3.2,0
Metals and Mining,85.7,11.6,3.87,-4.1,14.9,0
Energy,2.1,3.1,4.17,26.2,24.6,1
Information Technology,72.8,12.5,2.02,12.2,27.3,0
Metals and Mining,55.1,3,0.02,14.5,11.2,1
Automobiles,33.4,12.8,0.19,6.1,-2.2,0
Textiles,67.9,0.6,4.61,4.2,25.5,0
Consumer Goods,94.4,1,4.52,37.8,27.9,1
Infrastructure,44.8,10.9,0.55,-5.1,16.4,0
Chemicals,9.7,5.9,3.28,29.4,25.6,1
Banking,55,1.5,2.71,20.5,28.3,1
Information Technology,47.7,6,3.65,17.3,12.6,0
Consumer Services,20.7,5.5,0.65,9.2,-2,0
Metals and Mining,8.2,10.4,3.61,38.2,-4.5,0
Textiles,52,12,0.37,-7.3,9,0
Metals and Mining,25.2,0.4,1.31,21.8,16.6,1
Consumer Goods,108.2,17.8,3.19,42.9,4.6,0
Metals and Mining,2,6.3,1.8,28.9,22.5,1
Textiles,79.8,0.5,0.84,12.9,17.4,1
Consumer Goods,35.7,2.5,3.9,46.2,22.7,1
Chemicals,23.6,3.7,3.83,9.9,2.4,0
Consumer Services,61,12.8,4.73,3.1,26.6,0
Energy,45.6,3.6,4.24,17.3,18.6,0
Telecommunications,92,2.5,2.96,37.6,19.4,1
Pharmaceuticals,37.2,1,2.1,6.2,28.7,0
Textiles,36.1,13,1,30.6,6,0
Real Estate,14.6,10.6,3.87,22.3,19.7,1
Chemicals,50.3,7.5,4.37,17.2,-0.2,0
Consumer Goods,108.8,5.4,1.61,45.8,4.5,0
Consumer Services,67.6,4.1,2.43,2.3,18.4,0
Consumer Services,8,1,2.28,17.2,1.3,1
Consumer Goods,29,3,2.54,45.9,33.4,1
Pharmaceuticals,7.5,5.7,4.46,23.5,24.1,1
Metals and Mining,14.5,4.4,4.46,3.4,8.7,0
Consumer Services,75.1,14.7,4.38,0.9,3.5,0
Financial Services,34.9,0.6,3.82,-8.7,22.5,0
Energy,37,13.9,5.96,10.7,-4.2,0
Pharmaceuticals,55.9,3.6,4.95,35.5,9.9,0
Telecommunications,27.8,4.1,5.83,-1.8,3.6,0
Information Technology,17.1,0.3,1.89,30.9,11,1
Infrastructure,78.1,8.3,1.51,-0.7,23.3,0
Pharmaceuticals,33.5,6.1,2.32,13.9,6.1,0
Chemicals,23.8,2.8,2.4,8.7,13.2,1
Consumer Services,51.8,12.9,4.27,30.1,25.6,0
Textiles,78.5,6,3.19,21.2,0.3,0
Energy,26,12.3,1.56,24.2,18.7,1
Financial Services,30.2,3.2,3.65,4.3,22.7,0
Infrastructure,8.5,4,1.72,23.3,11.8,1
Real Estate,52,2.4,5.71,36,23.7,0
Consumer Services,5.6,6.4,1.03,13.8,-1.9,0
Telecommunications,8.6,8.4,0.2,28,24.7,1
Chemicals,31.3,12.6,3.33,31.1,15.5,1
Banking,46,10.5,0.18,12.1,13.6,0
Consumer Services,2.6,2.3,0.09,31.2,2.9,1
Real Estate,60.6,4.2,0.94,14.2,-4.6,0
Financial Services,40.3,3.8,0.93,28.1,22.1,1
Pharmaceuticals,14.7,13.6,1.55,-9.1,24.6,0
Consumer Goods,88.9,11.9,4.05,24.4,18,0
Real Estate,65.2,11.7,3.4,11.5,17,0
Consumer Goods,82.4,5.3,1.79,11.9,-4.3,0
Real Estate,15,15,3.68,22,-2.7,0
Consumer Services,67,5.7,4.85,0,27.4,0
Infrastructure,76.5,2.1,1.68,19.8,2.3,0
Information Technology,38.6,10.7,2.62,-5.4,22.8,0
Pharmaceuticals,61.6,8.9,4.77,23.7,4.2,0
Textiles,16.8,12.7,1.95,24.8,27.6,1
Metals and Mining,43.6,7.9,4.26,-8.1,12.9,0
Pharmaceuticals,65.9,5,4.65,26.7,28.8,0
Information Technology,63.2,11.1,0.83,26.8,24.4,1
Infrastructure,19.3,7.4,0.61,0.6,14.1,1
Financial Services,74.5,0.5,4.33,-2.4,18.7,0
Telecommunications,74,1.5,1.33,19.5,27.5,1
Consumer Services,53,8.7,2.35,-4.4,17,0
Financial Services,3.8,4.5,3.53,-3.7,14.8,1
Chemicals,40.7,9.5,1.11,2.4,9.5,0
Infrastructure,68.1,4.4,3.27,-6.9,11.1,0
Automobiles,54.2,12.4,4.43,28.1,3.3,0
Information Technology,68.7,2.9,2.38,26.6,-4.9,0
Pharmaceuticals,45.8,11.2,1.59,7.3,-4.9,0
Financial Services,75.6,6.6,1.47,11.9,20.9,0
Automobiles,42.5,12.8,4.72,29.2,14.6,0
Energy,30.6,1.5,0.58,21.1,18.7,1
Automobiles,16.3,12.3,1.34,-7.4,-2.8,0
Financial Services,6.4,3.7,3.29,14.9,-0.5,0
Consumer Goods,8.7,12.6,4.96,27.6,10.9,0
Real Estate,47.9,3,3.69,9.3,21.7,0
Pharmaceuticals,64.1,10,0.12,23,12.8,1
Textiles,40.8,9.3,1.55,35.5,4.6,0
Real Estate,68.5,0.9,2.47,36.1,19.7,1
Information Technology,4.7,10.4,3.21,25.2,30.2,1
Automobiles,4.7,14,0.82,-4.8,22.8,1
Energy,80,2.4,0.79,35.2,-4.8,1
Consumer Goods,22.6,22.8,0.89,4.6,20.1,1
Infrastructure,44.8,6.2,1.85,-7.7,0.6,0
Information Technology,37.6,7.9,1.9,40.4,11.2,0
Chemicals,52.4,9.8,0.38,19.7,13.5,0
Pharmaceuticals,72.9,2.4,4.59,15.3,-3,0
